name,status,url,title,channel,duration_s,note
Box Jump Multiple Response,matched,https://youtu.be/6rKLTV2Y618,"Box Jump (Multiple Response): Legs, Quads, Plyometric Exercise Demo How-to",FitSW Fitness Software,7.0,
Single-Leg Stance,matched,https://youtu.be/OIxDFvrOic0,Single Leg Stance - Resisted UE Movements,IPA Physio,25.0,
Modified Push-Up to Forearms,matched,https://youtu.be/dZrKs0twpFs,Modified Forearm Push Up,Buzwe Mhlope,20.0,
Standing Hamstring and Calf Stretch,no_match,,,,,
Dumbbell Seated Alternating Front Raise,matched,https://youtu.be/CWEz66PSB3I,Seated alternating front raises with dumbbells,sportizeme,13.0,
Kneeling Hip Extension,matched,https://youtu.be/NvL0Q7FqhoY,Dynamic Half Kneeling Hip Flexor Stretch (Hip Extension Focus),E3 Rehab Exercise Library,16.0,
Bench Plank,matched,https://youtu.be/_XJXNktkB1Q,Bench Plank Mountain Climbers,Balance In Motion,27.0,
Dumbbell Dublin Press,matched,https://youtu.be/ktexhAWb-34,Swiss Ball Dumbbell Dublin Press,fitlopedia,20.0,
Barbell Reverse Tricep Bench Press,matched,https://youtu.be/JUiBla_G0Kg,Reverse Bench Press (Tricep),Fitho Wellness,18.0,
Dumbbell One-Arm Tricep Extension (Reverse Grip),matched,https://youtu.be/0SfJvAJMc70,"One Arm Supinated Dumbbell Triceps Extension: Arms, Tricep Exercise Demo How-to",FitSW Fitness Software,15.0,same video used for several exercises
Knee to Chest to Leg Raise,matched,https://youtu.be/trrFycEVs_U,How to Do a Knee to Chest Leg Raise I Sexyfit Coaching,sexyfit method,27.0,
Cable Seated Shrug,matched,https://youtu.be/tUzLoRBPLDQ,How to do the Seated Cable Shrug,SmartFitnessResults,26.0,
Single-Leg Hack Squat,matched,https://youtu.be/DEcYaWee-D8,Single-leg hack squat,LEGACY HEALTH AND PERFORMANCE,14.0,
Gironda Sternum Pull-Up,no_match,,,,,
Dumbbell One-Arm Rear Row (Prone),matched,https://youtu.be/X4BORb390_4,One Arm Dumbbell Bent Over Rear Delt Row,Alex Mann,12.0,
Hundreds,no_match,,,,,
Side Plank Crunch,matched,https://youtu.be/5Dd8_3ZZeI8,How to do Side Plank Crunches | Joanna Soh,Joanna Soh,20.0,
Barbell Kneeling Squat,matched,https://youtu.be/dDbA781ZgEs,KNEELING BARBELL SQUATS,CrazyBulk,13.0,
Stability Ball Dumbbell Sit-Up,matched,https://youtu.be/z1jzdKYAG90,Swiss Ball Dumbbell Sit Up,fitlopedia,26.0,
Ab Roll,matched,https://youtu.be/dAKwyjJUq5k,Lifelong Ab Roller ft Milind Soman,Lifelong Online,29.0,
Weight Plate Pinch,matched,https://youtu.be/g9P79OKKwXA,Weight Plates Pinch Grip Carry,Fit2 Perform,15.0,
Kettlebell One-Arm Clean and Jerk,matched,https://youtu.be/rguy45pqCEU,Clean & Jerk AKA One Arm Long Cycle - kettlebell sport,Exercise Strength Fitness,23.0,
Lying Alternating Knee Raise,no_match,,,,,
Barbell 1/2 Squat,matched,https://youtu.be/VkSGMEGD6Do,Barbell Squats: 1 1/2 Squats,Stone Strength PT ,12.0,
Barbell Decline Pullover (Wide Grip),matched,https://youtu.be/K3EvsRAe394,Wide Grip Decline Barbell Pullover   Exercise Videos & Guides   Bodybuilding com,how to lose weight with the keto diet,22.0,
Forward Lunge with Rotation,matched,https://youtu.be/EXer_ik-MlU,Forward Lunge w/Rotation,danijeanbear1,13.0,
Cable One-Arm Tricep Extension (Kneeling),matched,https://youtu.be/NvfFTF_v76c,Cable One Arm Tricep Extension - How To,I'll Pump You Up,24.0,same video used for several exercises
Dumbbell Press (Stability Ball),matched,https://youtu.be/ZaDlbm8E8Tg,Dumbbell Bench Press - OPEX Exercise Library,OPEX Fitness,12.0,same video used for several exercises
Decline Bench Leg Raise with Hip Thrust,matched,https://youtu.be/v3a2o-ZIH4o,EQUIPMENT-NO COMBINED 561 Decline Bench Leg Raise with Hip Thrust,online PT,21.0,
Hip Raise,matched,https://youtu.be/7v9crGd0qWc,"77. Gluteus Medius Leg Raise - Hip Strength Exercise for Hip Pain, Low Back Pain, Pelvic or SIJ Pain",Northallerton Osteopaths at Hale House,24.0,
Star Jump,matched,https://youtu.be/kRW4mieztp8,Star Jump Lunge,Fit For Keeps,24.0,
Dumbbell Seated One-Arm Lateral Raise,matched,https://youtu.be/bI9ztRdQfWw,Dumbbell Seated Bent Arm Lateral raise Shoulders Exercise,Genemedics Health Institute,26.0,
Medicine Ball Rotation,matched,https://youtu.be/hO2tKuMMoFU,Medicine Ball Rotation Throw | Nuffield Health,Nuffield Health,24.0,same video used for several exercises
Dumbbell One-Arm Seated Curl,matched,https://youtu.be/Q7dTbE4kRUY,Seated One-Arm Dumbbell Palms-Up Wrist Curl,Musqle,24.0,same video used for several exercises
Dumbbell Rotational Decline Sit-Up,matched,https://youtu.be/4KEPvCaW81o,Decline Weighted Rotational Sit Up,Kat Athletic,24.0,same video used for several exercises
Dumbbell See Saw Press,matched,https://youtu.be/V8BvJQy3jHI,How to Do a Proper SeeSaw Press with Dumbbells,Precision Nutrition,15.0,
Dumbbell One-Arm Tricep Extension (Supinated),matched,https://youtu.be/2i2UkUYb_Iw,One-Arm (Supinated) Dumbbell Tricep Extension,My PT Hub,17.0,same video used for several exercises
Cable Rope Incline Row,matched,https://youtu.be/ZfPfRadYez8,Incline bench cable upright row with rope,Faction Training,12.0,same video used for several exercises
Knee Circles,matched,https://youtu.be/VpFgjaGAOoE,Knee Circles Exercise Video (Official),GetFitso,17.0,
Overhead Stretch,matched,https://youtu.be/AidBGx3TFaw,How to do Overhead Stretch?,GetFitso,14.0,
Band Hamstring Stretch,matched,https://youtu.be/yL5wfToc7hg,How to: Deep Squat into Hamstring Stretch - Dynamic Mobility Drill for Lower Body,Ashleigh Elizabeth Fitness,28.0,
Cross Leg Erector Spinae,no_match,,,,,
Cable Chest Press (Supine Stability Ball),matched,https://youtu.be/sh92B-_2O48,How To Do A Cable Chest Press,PureGym,16.0,
Dumbbell Wall Squat,matched,https://youtu.be/nSt3Xrjh0-w,Dumbbell Shoulder Press Wall Squat,FITASTIC,13.0,
Dumbbell Seated Wrist Curl (Neutral Grip),matched,https://youtu.be/3rsKOL8scsU,Seated Dumbbell Palms-Up Wrist Curl,My PT Hub,14.0,same video used for several exercises
Dumbbell French Press (Stability Ball),matched,https://youtu.be/gw3wWEdTznk,How to | Dumbbell French Press,Mayhem Athlete,9.0,
Kettlebell Turkish Get-Up Squat,no_match,,,,,
EZ Bar Seated Reverse Grip French Press,matched,https://youtu.be/OVdHWqEL2wM,Reverse Grip French Press,Kas Kuvvet,13.0,
Cable Single-Leg Calf Raise,matched,https://youtu.be/Ei2qzKMUVpw,"Cable Calf Raise, Single Leg",Fit Spor,7.0,
Cable One-Arm Incline Press,no_match,,,,,
Cable Single-Leg Knee Raise,no_match,,,,,
Dumbbell One-Arm Tricep Extension (Pronated),matched,https://youtu.be/0SfJvAJMc70,"One Arm Supinated Dumbbell Triceps Extension: Arms, Tricep Exercise Demo How-to",FitSW Fitness Software,15.0,same video used for several exercises
Smith Machine Shoulder Press (Close Grip),matched,https://youtu.be/GcY6TZxfS0k,How To Use The Shoulder Press Machine,PureGym,11.0,same video used for several exercises
Ab Draw Leg Slide,matched,https://youtu.be/WzJqP6Zy2rk,Ab Draw Leg Slide,CompleteBodyExercise,12.0,
Dumbbell One-Arm Reverse Bench Wrist Curl,matched,https://youtu.be/Z2FeYUnR-BA,EQUIPMENT-NO COMBINED 305 Dumbbell One Arm Reverse Wrist Curl Over Bench,online PT,18.0,
Diagonal Plate Raise,matched,https://youtu.be/pjoFrNl-8i4,Diagonal Plate Raise,Ryan Gray,10.0,
Barbell Stiff-Leg Deadlift (Bench),matched,https://youtu.be/vuOgexp-NXk,How to do a Trap Bar Stiff Leg Deadlift | Rowlett Transformation Center,Rowlett Transformation Center,20.0,same video used for several exercises
Cable Bicep Curl (Supine Close Grip),matched,https://youtu.be/bwGouvrXUD4,Exercise Tutorial - Unilateral Cable Bicep Curl,josh cowan,19.0,same video used for several exercises
All Fours Quad Stretch,matched,https://youtu.be/ruOs10Eu9Q4,‏All fours quad stretch fitness exercise workout at home,Fitness | Healthy life,15.0,
Scalene Stretch,matched,https://youtu.be/934rrJiJrmA,How to stretch your anterior scalene,Rehab My Patient,28.0,
Dumbbell Split Jump,matched,https://youtu.be/60zRDSvA_WE,Continuous Dumbbell Split Jump Exercise,PLAE,12.0,
Cable Seated Curl,matched,https://youtu.be/3SePqFdvfBg,Seated Bicep Cable Curl with Straight Bar,Central Athlete,19.0,same video used for several exercises
Decline Bench Knee Raise,matched,https://youtu.be/fy-DOq-MISs,Decline Bench Knee Bent Leg Raise ABs TeamRAF,Team RA Fitness,28.0,
Dumbbell Squat Curl to Shoulder Press,matched,https://youtu.be/zcNl9Fo4BKs,Squat with dumbbell bicep curl to shoulder press,Gudgie,17.0,
Single-Leg Push-Up,no_match,,,,,
Barbell Concentration Curl (Close Grip),matched,https://youtu.be/WI8XjSb-g50,Barbell Concentration Curl,Stack 52,15.0,
Barbell Bradford Rocky Press,matched,https://youtu.be/MSWbF3Rd1y8,Bradford Press (Rocky Press) - Shoulder Exercise Demo How-to,FitSW Fitness Software,14.0,
Dumbbell Seated One-Arm Wrist Curl,matched,https://youtu.be/Q7dTbE4kRUY,Seated One-Arm Dumbbell Palms-Up Wrist Curl,Musqle,24.0,same video used for several exercises
Smith Machine Incline Tricep Extension,matched,https://youtu.be/KQ0cvbAvZho,EQUIPMENT-NO COMBINED 203 Smith Machine Incline Tricep Extension,online PT,21.0,
Dumbbell One-Arm Seated Hammer Curl,matched,https://youtu.be/sbDv6hSmUQY,One Arm Dumbbell Hammer Curl,Kristian Leach,27.0,same video used for several exercises
Cable Rope Preacher Curl (Hammer),matched,https://youtu.be/23jEuXKPOlY,Cable Preacher Rope Hammer Curls with Arms over Knees,ilovefitnessDOTCOM,17.0,
Kettlebell Push Press,matched,https://youtu.be/CCqru4q9RK0,Kettlebell Push Press Exercise | Onnit Tutorial,Onnit,15.0,
Dumbbell Squat to Bicep Curl,no_match,,,,,
Dumbbell Incline Hammer Curl (Prone),matched,https://youtu.be/1Z6XiaBxwHQ,Incline Dumbbell Hammer Curl - OPEX Exercise Library,OPEX Fitness,14.0,same video used for several exercises
Forward Step-Up,no_match,,,,,
Barbell Pin Press,matched,https://youtu.be/g0ygnH7jjq0,Chest Exercise:  Barbell Pin Press Exercise,FitClick,8.0,
High Knee Skip,matched,https://youtu.be/OB54iSibeAE,High knee skip in place,Jaime Rodriguez,7.0,
High Knee Walk External Hip Rotation,matched,https://youtu.be/pP4-o20mWak,High Knee Walk with External Rotation,Ryan Gray,8.0,
Barbell Decline Bench Press (Wide Grip),matched,https://youtu.be/a88og0i8LxE,Chest Exercises -- Barbell Decline Bench Press,Fitnessyard,21.0,
Hanging Knee Raise (Rotational),matched,https://youtu.be/l7OroezzX9k,Hanging Knee Raise Tutorial - Proper Form and Technique,Runna,23.0,same video used for several exercises
Kneeling Lat Stretch,matched,https://youtu.be/6oe2EUn7cHk,Kneeling Lat Stretch,Zach Dechant,20.0,
Dumbbell Shrug (Stability Ball),matched,https://youtu.be/_t3lrPI6Ns4,Dumbbell Shrug,Renaissance Periodization,11.0,
Barbell Power Clean from Blocks,matched,https://youtu.be/5LwKErX-4ws,Barbell Power Clean From Blocks - Proper Form & Technique [4K],Steev,9.0,
Dumbbell Reverse Concentration Curl,matched,https://youtu.be/xoMraP_SIZ8,Dumbbell reverse-grip concentration curl,FİTRİTİM,10.0,
Seated Twist,matched,https://youtu.be/t1kkhgSAjV4,*Seated Twist,Billy Beck III “BB3”,27.0,
Cable Squat Curl,matched,https://youtu.be/JRxf04_PgLg,Squat to a Cable Curl,XFactorTraining,20.0,
Cable Reverse Preacher Curl,matched,https://youtu.be/RLef_nm-PNM,www.FitnessPTO.com - Cable Reverse Preacher Curls,Fit & Healthy Personal Training,21.0,
Barbell Rear Delt Row to Neck,matched,https://youtu.be/9AoOdmvo2do,Rear Delt Barbell Row To Neck Video Exercise Guide,جابر فتحيcoach gaber,25.0,
Dumbbell Forward Lunge with Bicep Curl,no_match,,,,,
Dumbbell Alternating Preacher Curl (Hammer),matched,https://youtu.be/kuQGbi1eYRU,Alternating Dumbbell Preacher Curls,My PT Hub,18.0,same video used for several exercises
Barbell Snatch,matched,https://youtu.be/e8EFaBM1dhg,Barbell Snatch (Olympic Weightlifting),Mike | J2FIT Strength & Conditioning,20.0,
Inchworm Push-Up,matched,https://youtu.be/8t4TynL94Ds,Inch Worm with a Push Up / Inchworm with a Push Up Demo,Triangle CrossFit,18.0,
Cable Rotation (Stability Ball),matched,https://youtu.be/GdIaytsQL0Q,How to do Cable Core Rotation,Fitness Evolution,17.0,
Weighted Decline Rotation,matched,https://youtu.be/4KEPvCaW81o,Decline Weighted Rotational Sit Up,Kat Athletic,24.0,same video used for several exercises
EZ Bar French Press (Reverse Grip),matched,https://youtu.be/HtVsCD_j6Z4,Exercise First: EZ Bar French Press,Nicholas Matthes,22.0,same video used for several exercises
Dumbbell Shoulder Press (Reverse Grip),no_match,,,,,
Cable Decline One-Arm Chest Fly,matched,https://youtu.be/KqtW-L4S-Qg,Cable Decline One Arm Chest Press,Intrinsic Resistance Training,18.0,same video used for several exercises
Kettlebell Arnold Press,matched,https://youtu.be/SG_X8zvZL8g,Beginner Kettlebell Exercises : Arnold Press,Ultimate Lifestyle,28.0,
Barbell Incline Shoulder Raise,matched,https://youtu.be/3Y_RFoYl-dk,Barbell Incline Shoulder Raise,My PT Hub,21.0,
Band Calf Raise,matched,https://youtu.be/a2xjbhP4MkY,Calf Raise with Resistance Band,Fredericksburg Fitness Studio,24.0,
Smith Machine Behind the Back Wrist Curl,matched,https://youtu.be/hcW2-nNH7dg,Behind-the-back Smith machine wrist curl,FİTRİTİM,12.0,
Dumbbell One-Arm Fly,matched,https://youtu.be/PFt98yMgW1g,Flat dumbbell one arm chest fly,makiriddington,17.0,
Dumbbell One-Arm Hammer Press,matched,https://youtu.be/-r_LrDcui0w,Dumbbell one arm hammer press,Aravindcb,25.0,
Stability Ball Wall Squat,matched,https://youtu.be/UtsMdPHPrNA,Swiss Ball Wall Squat,Sears,20.0,
Barbell Curl Against an Incline,no_match,,,,,
Dumbbell Seated Bent-Over Tricep Extension,matched,https://youtu.be/VudwEqVgL0I,Seated Bent-Over Two-Arm Dumbbell Triceps Extension,Musqle,23.0,
Dumbbell Iron Cross,matched,https://youtu.be/gAoyWxlhxc4,Dumbbell Iron Cross - Proper Form & Technique [4K],Steev,6.0,
Barbell Squat to Shoulder Press,matched,https://youtu.be/AhQyicnAbr0,Barbell Squatting Shoulder Press,Flip Fitness,22.0,
Dumbbell Posterior Fly on Stability Ball,no_match,,,,,
Dumbbell Shoulder Press (Stability Ball),no_match,,,,,
Dumbbell Stiff-Leg Deadlift on Bench,no_match,,,,,
Exercise Dome Push-Up,matched,https://youtu.be/SGIcgpFjUTs,BOSU Dome Push-Up,BOSU,28.0,
Half Kneeling Psoas Stretch,matched,https://youtu.be/t50U-Jv7A8w,Half kneeling Psoas Stretch,John Rusin,9.0,
Barbell Side Bend,matched,https://youtu.be/C7Ma6hBv6dw,How to do a Barbell Side Bend?,GetFitso,13.0,
Janda Sit-Up,matched,https://youtu.be/Zyqgtb6zTFM,Janda Sit-Up,Testosterone Nation,28.0,
Barbell Clean Pull,matched,https://youtu.be/wVfN95NOksc,Barbell Clean Pull,My PT Hub,17.0,
Kettlebell Turkish Get-Up Lunge,no_match,,,,,
Band Bench Press,no_match,,,,,
Stability Ball Hand and Foot Exchange,matched,https://youtu.be/7qF5wLkMCc4,How to do the Ball Exchange Ab Exercise | Hand to Foot Ball Passes,FITBODY with Julie Lohre,25.0,
Barbell Stiff-Leg Deadlift (Wide Stance),matched,https://youtu.be/vuOgexp-NXk,How to do a Trap Bar Stiff Leg Deadlift | Rowlett Transformation Center,Rowlett Transformation Center,20.0,same video used for several exercises
Cable Tricep Extension (Kneeling),matched,https://youtu.be/2feuVZi1xx4,Cross Cable Triceps Extension,High Performance Muscle,15.0,
Smith Machine Decline Bench Press (Wide Grip),matched,https://youtu.be/jduXuDxKwn4,Decline Smith Machine Bench Press,Snap Fitness 24/7,17.0,same video used for several exercises
Barbell Decline Pullover,matched,https://youtu.be/5CoEX5UiQ48,Barbell Decline Pullover Chest Exercise,Genemedics Health Institute,27.0,
Dumbbell Pullover (Stability Ball),matched,https://youtu.be/ieFKuQAGYIA,Dumbbell Pullover on Floor,The Active Life,25.0,
Medicine Ball Overhead Throw,matched,https://youtu.be/-yBsH0pAo1g,How To Do Medicine Ball Overhead Throw | Exercise Demo,OriGym,8.0,
Bench Rotational Crunch,no_match,,,,,
Cable Judo Flip,matched,https://youtu.be/5o3iz6luocc,آموزش حرکت بدنسازی جودو کابل ناگهانی Cable Judo Flip,tamrino,26.0,
One-Arm Wall Stretch,matched,https://youtu.be/ncGj3Tb-q50,One arm Biceps stretch against wall ,Bayamshala by Koushik Balial ,7.0,
Dumbbell Seated Side Bend,matched,https://youtu.be/4wInzok8pzs,Dumbbell seated side bend,Max Hopes,11.0,
Kettlebell Advanced Windmill,matched,https://youtu.be/MD6vOuRVmek,Advanced Kettlebell Windmill: Exercise Demo How-to,FitSW Fitness Software,23.0,
Dumbbell Single-Leg Bench Squat,matched,https://youtu.be/rLu9P_Y5zh8,Dumbbell Single Leg Squat on Bench,Nadena Health and Fitness App,17.0,
Smith Machine Bench Press (Reverse Grip),matched,https://youtu.be/O5viuEPDXKY,Smith Machine Bench Press,Renaissance Periodization,12.0,same video used for several exercises
Single-Leg Donkey Calf Raise,matched,https://youtu.be/rtf77DFd_y4,Single Leg Donkey Calf Raises,FIT | STRENGTH Performance,13.0,
Stability Ball Push-Up,matched,https://youtu.be/aHoW8mgso1c,Pushup w/ Exercise Ball Toe Tuck,DietHealth,25.0,
Hack Single-Leg Calf Raise,matched,https://youtu.be/vHCIajYoybs,Hack Squat Single-Leg Calf Raise,The Setup - Golf Performance by Tiffany,26.0,
Kettlebell Floor Press,matched,https://youtu.be/pNgpSubqYMQ,Kettlebell Floor Press,Atomic Athlete,12.0,
Cable Upright Row (Supine),matched,https://youtu.be/WNz7O59GORA,How To Do Cable Upright Rows,PureGym,16.0,same video used for several exercises
Medicine Ball Chest Throw (Supine),matched,https://youtu.be/JsNoWqT9tJs,Medicine Ball Chest Throw,Hockey Training Exercise Demonstrations,8.0,
Single-Leg Butt Kick,matched,https://youtu.be/TRUQ7Ybm9ss,Single Leg Butt Kick,Richard Schneider,20.0,
Knee Across the Body,no_match,,,,,
Heel Walking,matched,https://youtu.be/whc0aDLddVU,Walking on Heels - Ask Doctor Jo,AskDoctorJo,28.0,
Weight Plate One-Arm Shrug,no_match,,,,,
Kettlebell Hang Clean,matched,https://youtu.be/VFEUBwVxq1Q,Dual Kettlebell Hang Clean and Jerk,Functional Bodybuilding,15.0,
Stability Ball Bridge,matched,https://youtu.be/8Ta_A9vAEGs,Stability Ball Glute Bridge,Theory of Motion Exercise Library,15.0,
Depth Box Jumps,matched,https://youtu.be/Pppxa0EjM-w,Depth Box Jump,The Active Life,19.0,
Spiderman Lunge,matched,https://youtu.be/Ykw-0jP3BSY,Spiderman lunge,W10 Personal Training Gym,25.0,
Smith Machine Zercher Squat,matched,https://youtu.be/Vns5jisytn8,"0658 | ""Zercher Hold"" Squat w/ Smith Machine","Beginner´s Guide for Sports, Fitness & Athletics",21.0,
Cable Lying Crunch,matched,https://youtu.be/c8kkmzxs1ek,Cable Lying Crunch Stability Ball: Exercise Demo How-to,FitSW Fitness Software,13.0,
Cable Decline Pullover,matched,https://youtu.be/xxH29yHmAuM,Decline cable pullover,pkx2mak,11.0,
Box Side to Side Shuffle,matched,https://youtu.be/ebhRbdT25ko,Side to Side Box Shuffle: Plyometric Exercise Demo How-to,FitSW Fitness Software,18.0,
Dumbbell Bicep Curl With Stork Stance,matched,https://youtu.be/XYTTL9I7M9I,Stork Stance Bicep Curl,Eternal Fitness,13.0,
Kneeling Back Stretch,matched,https://youtu.be/mzPvzMivukw,Back Exercises to Strengthen and Stretch (Half-Kneeling Hip Flexor Stretch) | HSS,Hospital for Special Surgery,24.0,
Dumbbell One-Arm Press (Palms In),no_match,,,,,
Leg Slide,matched,https://youtu.be/buQ_DN6vW1k,Leg Flexion - Heel Slides,Emory Healthcare,19.0,same video used for several exercises
Side-Lying Hip Flexor,no_match,,,,,
Single-Leg Wall Squat,matched,https://youtu.be/N17efE2lbmA,Single Leg Squat - Wall Ball,Gray Duck Physical Therapy PLLC,17.0,
Locust Pose,matched,https://youtu.be/sUnLh9xTrmA,Locust Pose Exercise,Dr. Vanessa McKnight-Whitford,24.0,
Sun Salutation,no_match,,,,,
Barbell Incline Row (Reverse Grip),matched,https://youtu.be/2cGfXlLaJT0,Incline Bent Over Barbell Row,FITTR,17.0,
Dumbbell Pronation (Side-Lying),matched,https://youtu.be/Ttym0nIar5o,"Dumbbell Lying Pronation: Wrists, Forearm Exercise Demo How-to",FitSW Fitness Software,13.0,
Straight Leg Sit-Up,matched,https://youtu.be/ejymrsRduow,Straight Leg Sit Ups,Reload Physical Therapy and Fitness,17.0,
Stability Ball Oblique Curl,matched,https://youtu.be/PQNLrwW4qMY,Oblique Curl Up with Stability Ball,Four Sides London,19.0,
Barbell Jefferson Squat,matched,https://youtu.be/SSGlPIZQ8ns,Barbell- Jefferson Split Squats,Relentless Athletics,23.0,
Dumbbell One-Arm Pullover (Stability Ball),no_match,,,,,
Stability Ball Incline Ab Crunch,no_match,,,,,
Burpee Box Jump Overs,matched,https://youtu.be/epcNK0n8R6w,How to | Burpee Box Jump Over,Mayhem Athlete,19.0,
Stability Ball Weighted Wall Squat,no_match,,,,,
Dumbbell Seated Alternating Reverse Fly,matched,https://youtu.be/bG2PQEYgD7A,Dumbbell bent over seated reverse fly alternating,Gudgie,10.0,
Bench Jackknife Sit-Up,no_match,,,,,
Bow Pose,matched,https://youtu.be/O8bgSmN_r0Y,Half Bow Pose,Nexoft Fitness,13.0,
Barbell Neck Press,matched,https://youtu.be/hYF_0U0N-uQ,Barbell Neck Press,Club Connect,19.0,
Smith Machine One-Arm Row,matched,https://youtu.be/w6ua5fqNws0,How to: Smith Machine One Arm Row,Rachel Scheer,23.0,
Medicine Ball Catch and Throw,matched,https://youtu.be/lgq68DmjIuE,Wolf Brigade- Medicine ball throw/ catch,Wolf Brigade,20.0,
Side Hop-Sprint,matched,https://youtu.be/xyNyl04a_DA,Side Hop to Sprint - Rehab 2 Perform,Rehab 2 Perform,6.0,
Cable High Curl (Supine),matched,https://youtu.be/xaMJYDzqTZg,High Cable Biceps Curl,High Performance Muscle,14.0,
EZ Bar Decline Tricep Extension,matched,https://youtu.be/kFRp7NnM9ZM,EZ Bar Decline Triceps Extension,Ascend Performance Coaching,12.0,
Barbell Alternating Front and Back Press,matched,https://youtu.be/hhF0-q6Nuv8,SHOULDERS Barbell Alternating Front Back Press,Fit Gent,26.0,
Lateral Box Jump Overs,matched,https://youtu.be/sugmNPK5Pw4,Lateral Box Jump Over,Wodstar,29.0,
Barbell Front Raise Pullover,matched,https://youtu.be/X_eGLtiWZSs,Barbell Front Raise And Pullover,My PT Hub,22.0,
Barbell Alternating Press,matched,https://youtu.be/4HKq7JrwjtQ,Barbell Alternating Shoulder Press,Kelvin Franklin,12.0,
Medicine Ball Two-Arm Overhead Throw,matched,https://youtu.be/uPqAd82GUfY,Supine Two Arm Overhead Throw,Tyler Koronich,14.0,
Dumbbell Seated Bent-Over One-Arm Tricep Extension,matched,https://youtu.be/3CeF8XoRfOQ,Seated Bent Over Two Arm Dumbbell Triceps Extension  Exercise Videos & Guides  Bodybuilding com,how to lose weight with the keto diet,21.0,
Dumbbell One-Arm Bent-Over Reverse Fly,no_match,,,,,
Cable Rotational Crunch (Supine),matched,https://youtu.be/fbCPab_WzNU,rotational crunch,Pat Tingle,23.0,same video used for several exercises
Stability Ball Medicine Ball Sit-Up,matched,https://youtu.be/SInc6YXxrj4,How to do a sit up on a Swiss ball,Rehab My Patient,22.0,
Decline Bench Cable Crunch,matched,https://youtu.be/CJU43mjfsjo,Decline Bench Cable Crunch,Master madhav,17.0,
Knee Tuck Jump,matched,https://youtu.be/ArZXCfbjxWs,Exercise Library: Jump Knee-Tucks,DAREBEE,14.0,
Dumbbell One-Arm Row (Reverse Grip),matched,https://youtu.be/tDgQx0W1JP0,One arm dumbbell row (without bench),lepfitness n.s.,20.0,same video used for several exercises
Smith Machine Decline Bench Press (Close Grip),matched,https://youtu.be/jduXuDxKwn4,Decline Smith Machine Bench Press,Snap Fitness 24/7,17.0,same video used for several exercises
Roll Down,matched,https://youtu.be/fWk5OoUBXuY,What do you know about rolling down in the deep #Shorts,justReyko,22.0,
Dumbbell Incline One-Arm Press,matched,https://youtu.be/631PCvXjU0Q,Bach Performance: One arm incline dumbbell Press,Eric Bach,28.0,same video used for several exercises
Stability Ball Weight Plate Pullover,matched,https://youtu.be/4Bsl7m2hH_g,Weight Plate Pullover Crunch off Fit Ball,ilovefitnessDOTCOM,18.0,
Standing Pelvic Tilt,matched,https://youtu.be/eT2qo-Ut4vI,Standing Pelvic Tilts,E3 Rehab Exercise Library,13.0,
Barbell Shoulder Pull (Prone),no_match,,,,,
Broad Jump to Box Jump,matched,https://youtu.be/gM7W9G1pfuM,Broad Jump + Box Jump Plyometric Exercise,PLAE,5.0,
Dumbbell One-Arm Wrist Curl Over Bench (Neutral),no_match,,,,,
Reach and Catch,no_match,,,,,
Kettlebell Seated Press,matched,https://youtu.be/vSjthx8vHNs,Seated Kettlebell Press,Marcus Filly,11.0,
Towel Tricep Extension,matched,https://youtu.be/aGSZeF6e1fM,Towel tricep extensions,Jer “DrackFit” Drackett,25.0,
Barbell Speed Squat,matched,https://youtu.be/e4D04gu-wV8,"Barbell Pin Split Squats, Speed Focused",FIT | STRENGTH Performance,7.0,
Dumbbell One-Arm Arnold Press,no_match,,,,,
Dumbbell Supination (Side-Lying),matched,https://youtu.be/nO2m-WUNn3w,Wrist Pronation/Supination Dumbbell,Peak Physio,29.0,
Cable Rope Pull-Up,matched,https://youtu.be/4t8qTBKjhIg,Rope Pull Ups,Pamela Gagnon - Gymnastics Skills & Drills ,14.0,
Crow Pose,matched,https://youtu.be/JHYVvhWqNzE,Crow pose - Parallettes,The Masters of Strength,14.0,
Alternating Reverse Hyper (Flat Bench),matched,https://youtu.be/tZfgEpqzew4,Alternating Reverse Hyper,Sports Performance - Santa Clara University,13.0,
Weighted Three Bench Dip,no_match,,,,,
Stability Ball Cable Fly,matched,https://youtu.be/Dm380qf84UI,Stability Ball Cable Fly,CoryStones,10.0,
Reverse Lunge with Rotation,matched,https://youtu.be/8ICBzB5chJk,NAVY FITNESS - REVERSE LUNGE with ROTATION,U.S. Forces Fitness,18.0,
Barbell Decline Bench Press (Reverse Grip),matched,https://youtu.be/IqXtJnai1ik,Decline Barbell Bench Press | GI Exercise Guide,Generation Iron Fitness & Bodybuilding Network,25.0,
Cable Low Tricep Extension (Supine),matched,https://youtu.be/14FLeQKDGj8,Low Cable Tricep Extension,My PT Hub,15.0,
Incline Push-Up Depth Jump,matched,https://youtu.be/x3UvaySw0ys,"Incline Push-Up Depth Jump: Chest, Pec Exercise Demo How-to",FitSW Fitness Software,14.0,
Dumbbell One-Arm Reverse Fly,matched,https://youtu.be/0fLO2VeCWDc,One-arm reverse dumbbell fly,FİTRİTİM,21.0,
Stability Ball Chest Stretch,matched,https://youtu.be/qgBno5x5ISI,Flexibility - Chest Stretch with a Stability Ball,iexerciseOfficial,27.0,
